Entity,Code,Year,Wind (% equivalent primary energy)
Asia Pacific (EI),,1981,0
Asia Pacific (EI),,1982,0
Asia Pacific (EI),,1983,0
Asia Pacific (EI),,1984,0
Asia Pacific (EI),,1985,0
Asia Pacific (EI),,1986,0
Asia Pacific (EI),,1987,0
Asia Pacific (EI),,1988,0
Asia Pacific (EI),,1989,0
Asia Pacific (EI),,1990,0.00045200952
Asia Pacific (EI),,1991,0.0016268163
Asia Pacific (EI),,1992,0.0028111178
Asia Pacific (EI),,1993,0.003773493
Asia Pacific (EI),,1994,0.0067015323
Asia Pacific (EI),,1995,0.012295117
Asia Pacific (EI),,1996,0.010373915
Asia Pacific (EI),,1997,0.012323581
Asia Pacific (EI),,1998,0.015139492
Asia Pacific (EI),,1999,0.020128284
Asia Pacific (EI),,2000,0.024163261
Asia Pacific (EI),,2001,0.03188983
Asia Pacific (EI),,2002,0.03496831
Asia Pacific (EI),,2003,0.042115197
Asia Pacific (EI),,2004,0.065503776
Asia Pacific (EI),,2005,0.07886649
Asia Pacific (EI),,2006,0.11440982
Asia Pacific (EI),,2007,0.141851
Asia Pacific (EI),,2008,0.20104736
Asia Pacific (EI),,2009,0.29700434
Asia Pacific (EI),,2010,0.4123769
Asia Pacific (EI),,2011,0.5438097
Asia Pacific (EI),,2012,0.68131155
Asia Pacific (EI),,2013,0.8412938
Asia Pacific (EI),,2014,0.92706615
Asia Pacific (EI),,2015,1.0271549
Asia Pacific (EI),,2016,1.2954192
Asia Pacific (EI),,2017,1.5399917
Asia Pacific (EI),,2018,1.7558502
Asia Pacific (EI),,2019,1.8743902
Asia Pacific (EI),,2020,2.1043627
Asia Pacific (EI),,2021,2.7053688
Asia Pacific (EI),,2022,3.0344634
Asia Pacific (EI),,2023,3.3498375
Australia,AUS,1990,0
Australia,AUS,1991,0
Australia,AUS,1992,0
Australia,AUS,1993,0.00054534664
Australia,AUS,1994,0.0014449313
Australia,AUS,1995,0.0017932024
Australia,AUS,1996,0.0017421322
Australia,AUS,1997,0.0018218709
Australia,AUS,1998,0.0042706034
Australia,AUS,1999,0.00980081
Australia,AUS,2000,0.030356925
Australia,AUS,2001,0.06409873
Australia,AUS,2002,0.11606856
Australia,AUS,2003,0.1500396
Australia,AUS,2004,0.16311887
Australia,AUS,2005,0.26374426
Australia,AUS,2006,0.41826835
Australia,AUS,2007,0.5354425
Australia,AUS,2008,0.6344687
Australia,AUS,2009,0.8209998
Australia,AUS,2010,0.917014
Australia,AUS,2011,1.1384345
Australia,AUS,2012,1.3788993
Australia,AUS,2013,1.6221951
Australia,AUS,2014,1.690875
Australia,AUS,2015,1.9900415
Australia,AUS,2016,2.1729052
Australia,AUS,2017,2.1951013
Australia,AUS,2018,2.6476943
Australia,AUS,2019,3.0554526
Australia,AUS,2020,3.745584
Australia,AUS,2021,4.412388
Australia,AUS,2022,4.7167025
Australia,AUS,2023,4.9497304
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0
Austria,AUT,1994,0
Austria,AUT,1995,0.0008042725
Austria,AUT,1996,0.0039353427
Austria,AUT,1997,0.015539834
Austria,AUT,1998,0.034185067
Austria,AUT,1999,0.038392305
Austria,AUT,2000,0.050134867
Austria,AUT,2001,0.12427633
Austria,AUT,2002,0.14564462
Austria,AUT,2003,0.26034728
Austria,AUT,2004,0.6302756
Austria,AUT,2005,0.8837359
Austria,AUT,2006,1.1711243
Austria,AUT,2007,1.3713064
Austria,AUT,2008,1.3312011
Austria,AUT,2009,1.3317324
Austria,AUT,2010,1.3588998
Austria,AUT,2011,1.3492872
Austria,AUT,2012,1.6290268
Austria,AUT,2013,2.0917182
Austria,AUT,2014,2.6383505
Austria,AUT,2015,3.2884614
Austria,AUT,2016,3.4209256
Austria,AUT,2017,4.1882215
Austria,AUT,2018,3.9066572
Austria,AUT,2019,4.5887885
Austria,AUT,2020,4.4575253
Austria,AUT,2021,4.343613
Austria,AUT,2022,4.9738235
Austria,AUT,2023,5.425748
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0.0045054713
Azerbaijan,AZE,2010,0.0010805012
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0014138569
Azerbaijan,AZE,2014,0.0039626467
Azerbaijan,AZE,2015,0.007209419
Azerbaijan,AZE,2016,0.035863183
Azerbaijan,AZE,2017,0.03522794
Azerbaijan,AZE,2018,0.12420149
Azerbaijan,AZE,2019,0.14945962
Azerbaijan,AZE,2020,0.13647781
Azerbaijan,AZE,2021,0.121065475
Azerbaijan,AZE,2022,0.10327562
Azerbaijan,AZE,2023,0.06452869
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0.0022128064
Bangladesh,BGD,2007,0.0021383278
Bangladesh,BGD,2008,0.0036580341
Bangladesh,BGD,2009,0.005807287
Bangladesh,BGD,2010,0.005639427
Bangladesh,BGD,2011,0.005181616
Bangladesh,BGD,2012,0.004741052
Bangladesh,BGD,2013,0.004518638
Bangladesh,BGD,2014,0.0043228846
Bangladesh,BGD,2015,0.0035538606
Bangladesh,BGD,2016,0.0035180245
Bangladesh,BGD,2017,0.0033566868
Bangladesh,BGD,2018,0.0031248042
Bangladesh,BGD,2019,0.002776049
Bangladesh,BGD,2020,0.0029260807
Bangladesh,BGD,2021,0.0027002147
Bangladesh,BGD,2022,0.002557434
Bangladesh,BGD,2023,0.008471336
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0.0010211959
Belarus,BLR,2005,0.0010078691
Belarus,BLR,2006,0.0009418419
Belarus,BLR,2007,0.0009594011
Belarus,BLR,2008,0.0009410322
Belarus,BLR,2009,0.0009885206
Belarus,BLR,2010,0.0009064556
Belarus,BLR,2011,0.003669833
Belarus,BLR,2012,0.005058356
Belarus,BLR,2013,0.0074109216
Belarus,BLR,2014,0.008268895
Belarus,BLR,2015,0.039341174
Belarus,BLR,2016,0.07163685
Belarus,BLR,2017,0.09291151
Belarus,BLR,2018,0.08525845
Belarus,BLR,2019,0.14170499
Belarus,BLR,2020,0.16955963
Belarus,BLR,2021,0.14363466
Belarus,BLR,2022,0.15475541
Belarus,BLR,2023,0.15068397
Belgium,BEL,1986,0
Belgium,BEL,1987,0.0030659353
Belgium,BEL,1988,0.004008092
Belgium,BEL,1989,0.0034813224
Belgium,BEL,1990,0.0033312673
Belgium,BEL,1991,0.0036796797
Belgium,BEL,1992,0.0041484805
Belgium,BEL,1993,0.0037478704
Belgium,BEL,1994,0.0040085204
Belgium,BEL,1995,0.0039595454
Belgium,BEL,1996,0.003313704
Belgium,BEL,1997,0.0032797959
Belgium,BEL,1998,0.004423109
Belgium,BEL,1999,0.0052648503
Belgium,BEL,2000,0.006364706
Belgium,BEL,2001,0.014751546
Belgium,BEL,2002,0.022682944
Belgium,BEL,2003,0.03350582
Belgium,BEL,2004,0.05351609
Belgium,BEL,2005,0.08596477
Belgium,BEL,2006,0.13734655
Belgium,BEL,2007,0.18184915
Belgium,BEL,2008,0.23075008
Belgium,BEL,2009,0.38856527
Belgium,BEL,2010,0.46893525
Belgium,BEL,2011,0.8937892
Belgium,BEL,2012,1.1046227
Belgium,BEL,2013,1.4230272
Belgium,BEL,2014,1.9210081
Belgium,BEL,2015,2.2831624
Belgium,BEL,2016,2.0448356
Belgium,BEL,2017,2.423473
Belgium,BEL,2018,2.8056972
Belgium,BEL,2019,3.4823647
Belgium,BEL,2020,5.069993
Belgium,BEL,2021,4.2519183
Belgium,BEL,2022,4.6372247
Belgium,BEL,2023,6.3423796
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0.0002919977
Brazil,BRA,1997,0.0005493058
Brazil,BRA,1998,0.00066325814
Brazil,BRA,1999,0.00026230485
Brazil,BRA,2000,0.00012546864
Brazil,BRA,2001,0.004461981
Brazil,BRA,2002,0.00757613
Brazil,BRA,2003,0.0073877033
Brazil,BRA,2004,0.0070002745
Brazil,BRA,2005,0.010324932
Brazil,BRA,2006,0.025472619
Brazil,BRA,2007,0.06650731
Brazil,BRA,2008,0.1131009
Brazil,BRA,2009,0.1184606
Brazil,BRA,2010,0.18967469
Brazil,BRA,2011,0.22639562
Brazil,BRA,2012,0.40818
Brazil,BRA,2013,0.5158977
Brazil,BRA,2014,0.92802703
Brazil,BRA,2015,1.6559037
Brazil,BRA,2016,2.6120818
Brazil,BRA,2017,3.2563605
Brazil,BRA,2018,3.6896768
Brazil,BRA,2019,4.1771474
Brazil,BRA,2020,4.414125
Brazil,BRA,2021,5.297299
Brazil,BRA,2022,5.702386
Brazil,BRA,2023,6.4379425
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0.0013223682
Bulgaria,BGR,2005,0.0055634375
Bulgaria,BGR,2006,0.023698261
Bulgaria,BGR,2007,0.05688554
Bulgaria,BGR,2008,0.148615
Bulgaria,BGR,2009,0.32749954
Bulgaria,BGR,2010,0.8943034
Bulgaria,BGR,2011,1.0576104
Bulgaria,BGR,2012,1.5685012
Bulgaria,BGR,2013,1.8895696
Bulgaria,BGR,2014,1.703927
Bulgaria,BGR,2015,1.7397506
Bulgaria,BGR,2016,1.7899517
Bulgaria,BGR,2017,1.8346558
Bulgaria,BGR,2018,1.5937696
Bulgaria,BGR,2019,1.6409931
Bulgaria,BGR,2020,1.9856149
Bulgaria,BGR,2021,1.6905096
Bulgaria,BGR,2022,1.7031984
Bulgaria,BGR,2023,2.0648448
CIS (EI),,1965,0
CIS (EI),,1990,0
CIS (EI),,1991,0
CIS (EI),,1992,0
CIS (EI),,1993,0
CIS (EI),,1994,0
CIS (EI),,1995,0
CIS (EI),,1996,0
CIS (EI),,1997,0
CIS (EI),,1998,0
CIS (EI),,1999,0
CIS (EI),,2000,0.000063428284
CIS (EI),,2001,0.00010089408
CIS (EI),,2002,0.0002009838
CIS (EI),,2003,0.00027134194
CIS (EI),,2004,0.00024645208
CIS (EI),,2005,0.00023802288
CIS (EI),,2006,0.00025709908
CIS (EI),,2007,0.00030136527
CIS (EI),,2008,0.00023058875
CIS (EI),,2009,0.00033125764
CIS (EI),,2010,0.00027650138
CIS (EI),,2011,0.0003377653
CIS (EI),,2012,0.00047755011
CIS (EI),,2013,0.0005629637
CIS (EI),,2014,0.0032934456
CIS (EI),,2015,0.008796602
CIS (EI),,2016,0.01358998
CIS (EI),,2017,0.0154982
CIS (EI),,2018,0.020220472
CIS (EI),,2019,0.033125155
CIS (EI),,2020,0.062584214
CIS (EI),,2021,0.11209613
CIS (EI),,2022,0.1604652
CIS (EI),,2023,0.20212309
Canada,CAN,1985,0.00010349021
Canada,CAN,1986,0.000102498365
Canada,CAN,1987,0.00009930772
Canada,CAN,1988,0.00009548425
Canada,CAN,1989,0.00009455162
Canada,CAN,1990,0.000188628
Canada,CAN,1991,0.00018786333
Canada,CAN,1992,0.005624693
Canada,CAN,1993,0.005486231
Canada,CAN,1994,0.005284892
Canada,CAN,1995,0.0051587326
Canada,CAN,1996,0.0052772434
Canada,CAN,1997,0.0052512307
Canada,CAN,1998,0.0053276466
Canada,CAN,1999,0.013490411
Canada,CAN,2000,0.021402262
Canada,CAN,2001,0.02705783
Canada,CAN,2002,0.03200656
Canada,CAN,2003,0.053922772
Canada,CAN,2004,0.07226943
Canada,CAN,2005,0.11832239
Canada,CAN,2006,0.18655795
Canada,CAN,2007,0.21715482
Canada,CAN,2008,0.2751411
Canada,CAN,2009,0.49891677
Canada,CAN,2010,0.6452982
Canada,CAN,2011,0.72179985
Canada,CAN,2012,0.79407597
Canada,CAN,2013,0.75957966
Canada,CAN,2014,0.8663896
Canada,CAN,2015,1.8067701
Canada,CAN,2016,2.078545
Canada,CAN,2017,2.0768495
Canada,CAN,2018,2.1650965
Canada,CAN,2019,2.1303415
Canada,CAN,2020,2.457762
Canada,CAN,2021,2.52377
Canada,CAN,2022,2.5189595
Canada,CAN,2023,2.6102266
Central America (EI),,1971,0
Central America (EI),,1972,0
Central America (EI),,1973,0
Central America (EI),,1974,0
Central America (EI),,1975,0
Central America (EI),,1976,0
Central America (EI),,1977,0
Central America (EI),,1978,0
Central America (EI),,1979,0
Central America (EI),,1980,0
Central America (EI),,1981,0
Central America (EI),,1982,0
Central America (EI),,1983,0
Central America (EI),,1984,0
Central America (EI),,1985,0
Central America (EI),,1986,0
Central America (EI),,1987,0
Central America (EI),,1988,0
Central America (EI),,1989,0
Central America (EI),,1990,0
Central America (EI),,1991,0
Central America (EI),,1992,0
Central America (EI),,1993,0
Central America (EI),,1994,0
Central America (EI),,1995,0
Central America (EI),,1996,0.039004177
Central America (EI),,1997,0.12397332
Central America (EI),,1998,0.09477129
Central America (EI),,1999,0.14217989
Central America (EI),,2000,0.24066913
Central America (EI),,2001,0.23758036
Central America (EI),,2002,0.32659546
Central America (EI),,2003,0.28191862
Central America (EI),,2004,0.3002552
Central America (EI),,2005,0.23463047
Central America (EI),,2006,0.29698166
Central America (EI),,2007,0.25042695
Central America (EI),,2008,0.19862643
Central America (EI),,2009,0.42834806
Central America (EI),,2010,0.5054068
Central America (EI),,2011,0.69624245
Central America (EI),,2012,1.0120242
Central America (EI),,2013,1.1890858
Central America (EI),,2014,1.7701435
Central America (EI),,2015,2.389775
Central America (EI),,2016,2.396328
Central America (EI),,2017,2.2325654
Central America (EI),,2018,3.0089812
Central America (EI),,2019,2.8278105
Central America (EI),,2020,2.6706367
Central America (EI),,2021,2.6041093
Central America (EI),,2022,2.2943285
Central America (EI),,2023,2.6340997
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0.0065629045
Chile,CHL,2002,0.0063689975
Chile,CHL,2003,0.006295041
Chile,CHL,2004,0.0041848077
Chile,CHL,2005,0.0056093982
Chile,CHL,2006,0.005387824
Chile,CHL,2007,0.008575566
Chile,CHL,2008,0.029008038
Chile,CHL,2009,0.062268928
Chile,CHL,2010,0.24810383
Chile,CHL,2011,0.24145222
Chile,CHL,2012,0.27803388
Chile,CHL,2013,0.3590393
Chile,CHL,2014,0.9546349
Chile,CHL,2015,1.3747656
Chile,CHL,2016,1.5127025
Chile,CHL,2017,2.1424963
Chile,CHL,2018,2.0271287
Chile,CHL,2019,2.722415
Chile,CHL,2020,3.3252
Chile,CHL,2021,4.185797
Chile,CHL,2022,4.6049275
Chile,CHL,2023,5.0249357
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.000075252385
China,CHN,1991,0.00032241517
China,CHN,1992,0.004425624
China,CHN,1993,0.006632103
China,CHN,1994,0.011294925
China,CHN,1995,0.017599184
China,CHN,1996,0.0025466795
China,CHN,1997,0.005331182
China,CHN,1998,0.009557452
China,CHN,1999,0.012303075
China,CHN,2000,0.014782059
China,CHN,2001,0.016943244
China,CHN,2002,0.017997548
China,CHN,2003,0.018277893
China,CHN,2004,0.019893479
China,CHN,2005,0.026500845
China,CHN,2006,0.045823816
China,CHN,2007,0.0618508
China,CHN,2008,0.14147235
China,CHN,2009,0.2839612
China,CHN,2010,0.47189695
China,CHN,2011,0.6523258
China,CHN,2012,0.8660944
China,CHN,2013,1.1131432
China,CHN,2014,1.2462553
China,CHN,2015,1.4224522
China,CHN,2016,1.8277619
China,CHN,2017,2.2118492
China,CHN,2018,2.5196981
China,CHN,2019,2.6583686
China,CHN,2020,2.9526496
China,CHN,2021,3.9136465
China,CHN,2022,4.46664
China,CHN,2023,4.852011
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0.044124722
Colombia,COL,2005,0.042381402
Colombia,COL,2006,0.04642841
Colombia,COL,2007,0.035963073
Colombia,COL,2008,0.03709192
Colombia,COL,2009,0.039912947
Colombia,COL,2010,0.025212819
Colombia,COL,2011,0.02565477
Colombia,COL,2012,0.031870633
Colombia,COL,2013,0.032379143
Colombia,COL,2014,0.037263237
Colombia,COL,2015,0.03809214
Colombia,COL,2016,0.025013385
Colombia,COL,2017,0.0014869771
Colombia,COL,2018,0.020581378
Colombia,COL,2019,0.02963636
Colombia,COL,2020,0.0051850923
Colombia,COL,2021,0.027530553
Colombia,COL,2022,0.032000106
Colombia,COL,2023,0.08442079
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0.0052137235
Croatia,HRV,2005,0.026201393
Croatia,HRV,2006,0.050081406
Croatia,HRV,2007,0.09099075
Croatia,HRV,2008,0.10394654
Croatia,HRV,2009,0.14214173
Croatia,HRV,2010,0.35661182
